INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	STRING	INT
201554	BÕn có th¬ nói cho ta biªt "Võ kinh t±ng yªu" là cu¯n sách nhß thª nào?	Sách chuyên môn ghi chép v« binh khí	CØu âm chân kinh và cØu dß½ng chân kinh hşp t§p	Tên khác cüa kiªm ph± Løc mÕch th¥n kiªm	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201555	Ğá c¥u r¤t th¸nh hành · tri«u T¯ng, ğó là trò ch½i nhß thª nào?	Bóng ğá	Bowling	Bóng bàn	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201556	Lµng ğ¤u là mµt loÕi ngh® thu§t phÑc tÕp, nó tß½ng tñ v¾i ğ° v§t nào sau ğây?	Không tranh	Di«u gi¤y	Ğàn tranh	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201557	Trong thành Bi®n Lß½ng có r¤t nhi«u câu lan, bÕn có biªt câu lan là cái gì không?	N½i bi¬u di­n	1 loÕi lan can	Ghª ğá ven ğß¶ng	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201558	ĞÕi T¯ng t×ng phát hành ti«n gi¤y, bÕn có biªt g÷i là gì không?	Giao tØ	Giao TØ	Tß¾c tØ	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	3
201559	Trong "Thiên Long bát bµ", Hß Trúc g÷i ngß¶i yêu cüa mình là gì?	Mµng Cô	Söa Cô	ĞÕi Cô	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201560	Trong "Th¥n ğiêu ğÕi hi®p", Dß½ng Quá g÷i ngß¶i yêu cüa mình là gì?	Cô Cô	Mµng Cô	Söa Cô	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201561	Nhæng loÕi g÷i là ğoän binh khí là chï ğµ dài cüa nó không vßşt quá bµ ph§n nào cüa ngß¶i bình thß¶ng?	Khoäng giæa 2 chân mày	Hàm dß¾i	Lßng	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201562	Trong võ lâm, "Bách khí chi vß½ng" là chï cái gì?	Thß½ng	G§y	ĞÕi ğao	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201563	Trung Qu¯c xßa có nói ğªn "Th§p bát ban võ ngh®", th§p bát ban võ ngh® trong ğó là chï cái gì?	18 loÕi binh khí	18 loÕi môn phái	18 loÕi tr§n pháp tác chiªn	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201564	Truy®n "Thiên Long bát bµ" l¤y b¯i cänh cüa th¶i ğÕi nào?	T¯ng Tích Tông	T¯ng Thái Tông	T¯ng Khâm Tông	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201565	Ki«u Phong ğªn Cô Tô v¯n là ğ¬ tìm Mµ Dung Phøc ği«u tra v« vi®c phó bang chü Cái bang Mã ĞÕi Nguyên b¸ tuy®t kÛ n±i tiªng cüa mình giªt chªt ai ng¶ trong bang xäy ra ğÕi loÕn, ông ğßşc cho biªt mình là?	Ngß¶i Khiªt Ğan	Ngß¶i T¯ng	Ngß¶i Th± Ph°n	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201566	Ki«u Phong vì sao lÕi chåm sóc A TØ em gái cüa A Châu?	Lúc s¡p chªt A Châu g·i	Tình cäm cüa Ki«u Phong thay ğ±i, yêu A TØ	Th¬ hi®n nghîa khí giang h°, ngoài ra không có ı gì khác	#	#	#	1	-1	-1	-1	-1	-1	Kim h÷c giang h°	4
201567	Trong bµ Thiên Long bát bµ nåm 1997 cüa BTV, ai là ngß¶i ğóng Vß½ng Ngæ Yên?	Lı Nhßşc Ğ°ng	Lßu Di®c Phi	Tr¥n Ng÷c Liên	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201568	Ngß¶i Khiªt Ğan g¥n gi¯ng v¾i dân tµc nào ngày nay?	Dân tµc Ta- ua	Dân tµc Cao S½n	Dân tµc TÕng	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201569	Trung Qu¯c v¯n có mµt loÕi hoa g÷i là "Bách hoa chi vß½ng". Các hÕ có biªt là hoa gì không?	Mçu Ğ½n	Nguy®t Lı	Hoa h°ng	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201570	Trung Qu¯c có n½i g÷i là "Hoa pháo chi hß½ng". Các hÕ có biªt là · ğâu không?	Lßu Dß½ng H° Nam	Phß¶ng Duy S½n Ğông	Hà TrÕch S½n Ğông	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201571	Trung Qu¯c có n½i g÷i là "Phong tranh chi hß½ng", các hÕ có biªt là n½i nào không?	Phß¶ng Duy S½n Ğông	Lßu Dß½ng H° Nam	Hà TrÕch S½n Ğông	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201572	Trung Qu¯c có n½i g÷i là "Mçu ğ½n chi hß½ng", các hÕ có biªt là n½i nào không?	Hà TrÕch S½n Ğông	Phß¶ng Duy S½n Ğông	Lßu Dß½ng H° Nam	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201573	— vùng Ğông B¡c, Mãng Cái - 1 loài ma quÖ xu¤t hi®n. T× "Mãng Cái" ğßşc trích t× ğâu?	Tiªng Khiªt Ğan	Tiªng Th± Ph°n	Tiªng Tây HÕ	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201574	Trong th¥n thoÕi c± ğÕi Trung Qu¯c, theo truy«n thuyªt ngß¶i khai thiên l§p ğ¸a là ai?	Bàn C±	Ng÷c Hoàng ğÕi ğª	Ph§t Nhß Lai	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201575	Trong th¥n thoÕi c± ğÕi Trung Qu¯c, theo truy«n thuyªt ngß¶i tÕo ra con ngß¶i là ai?	Næ Oa	Bàn C±	Ng÷c Hoàng ğÕi ğª	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201576	Trong th¥n thoÕi c± ğÕi Trung Qu¯c, theo truy«n thuyªt ngß¶i phát minh ra bát quái là ai?	Phøc Hi	Th¥n Nông	Hoàng Ğª	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201577	Trong th¥n thoÕi c± ğÕi Trung Qu¯c, theo truy«n thuyªt ngß¶i dûng cäm nªm 100 loÕi cö là ai?	Th¥n Nông	Phøc Hi	Hoàng Ğª	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201578	Trong th¥n thoÕi c± ğÕi Trung Qu¯c, theo truy«n thuyªt ngß¶i dÕy cho con ngß¶i sØ døng lØa là ai?	ToÕi Nhân	Th¥n Nông	Phøc Hi	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201579	Trong th¥n thoÕi c± ğÕi Trung Qu¯c, theo truy«n thuyªt ngß¶i dùng tên b¡n r¾t 9 m£t tr¶i là ai?	H§u Ngh®	Phi V®	DßŞng Do C½	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201580	Trong th¥n thoÕi c± ğÕi Trung Qu¯c, theo truy«n thuyªt ngß¶i trµm linh dßşc r°i bay lên cung trång là ai?	H¢ng Nga	LÕc Th¥n	Long Næ	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201581	Trong th¥n thoÕi c± ğÕi Trung Qu¯c, theo truy«n thuyªt 33 t¥ng Thiên ğâu su¤t cung là ch² · cüa ai?	Thái thßşng lão quân	Nguyên Nhß Thiên Tôn	Chân Vû ĞÕi Ğª	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201582	Trong 4 ng÷n núi Ph§t giáo l¾n n±i tiªng, Ngû Ğài s½n th¶ cúng v¸ th¥n thánh nào sau ğây?	Vån Thù B° Tát	Ph± Hi«n B° Tát	Quan Thª Âm B° Tát	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201583	Trong 4 ng÷n núi Ph§t giáo l¾n n±i tiªng, núi Nga My th¶ cúng v¸ th¥n thánh nào sau ğây?	Ph± Hi«n B° Tát	Vån Thù B° Tát	Quan Thª Âm B° Tát	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201584	Trong 4 ng÷n núi Ph§t giáo l¾n n±i tiªng, CØu Hoa S½n th¶ cúng v¸ th¥n thánh nào sau ğây?	Ğ¸a TÕng Vß½ng B° Tát	Vån Thù B° Tát	Quan Thª Âm B° Tát	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201585	Trong 4 ng÷n núi Ph§t giáo l¾n n±i tiªng, núi B° Ğà th¶ cúng v¸ th¥n thánh nào sau ğây?	Quan Thª Âm B° Tát	Ph± Hi«n B° Tát	Vån Thù B° Tát	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201586	LoÕi nào dß¾i ğây không n¢m trong 4 cüa quı trong thß phòng thß¶ng ğßşc nói ğªn?	Hoa Kí	Tuyên Chï	Trßng m£c	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201587	LoÕi nào dß¾i ğây không n¢m trong 4 cüa quı trong thß phòng thß¶ng ğßşc nói ğªn?	Ğ° ch£n gi¤y	Trßng m£c	Ğoan Nghiên	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201588	LoÕi nào dß¾i ğây không n¢m trong 4 cüa quı trong thß phòng thß¶ng ğßşc nói ğªn?	Ğèn ğ÷c sách	Ğoan Nghiên	H° bút	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201589	LoÕi nào dß¾i ğây không n¢m trong 4 cüa quı trong thß phòng thß¶ng ğßşc nói ğªn?	Giá bút	H° bút	Tuyên Chï	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201590	BÕn có biªt ği¬n tích "Bách bµ xuyên trß¶ng" xu¤t phát t× ngß¶i xÕ thü nào sau ğây không?	DßŞng Do C½	Phi V®	H§u Ngh®	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201591	Theo truy«n thuyªt, trên m£t trång có 1 v¸ tiên ğ¯n cây quª liên tøc, bÕn biªt ğó là ai không?	Ngô Cß½ng	H¢ng Nga	Thö ng÷c	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201592	Khi nh¡c ğªn cha cüa ngß¶i yêu, ngß¶i xßa thß¶ng g÷i là gì?	L®nh tôn	L®nh ğß¶ng	L®nh ái	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201593	Khi nh¡c ğªn m© cüa ngß¶i yêu, ngß¶i xßa thß¶ng g÷i là gì?	L®nh ğß¶ng	L®nh tôn	L®nh ái	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201594	Khi nh¡c ğªn con gái cüa ğ¯i phß½ng, ngß¶i xßa thß¶ng g÷i là gì?	L®nh ái	L®nh ğß¶ng	L®nh tôn	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201595	Khi nh¡c ğªn cha cüa mình, ngß¶i xßa thß¶ng g÷i là gì?	Gia phø	B¯	L®nh tôn	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201596	Khi nh¡c ğªn m© cüa mình, ngu¶i xßa thß¶ng g÷i là gì?	Gia mçu	M©	L®nh ğß¶ng	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201597	Khi nh¡c ğªn con trai cüa mình, ngß¶i xßa thß¶ng g÷i là gì	Khuy¬n tØ	Ti¬u tØ	Nhi tØ	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201598	Ngß¶i xßa g÷i "nhßşc quan" là nhæng ngß¶i bao nhiêu tu±i?	20 tu±i	30 tu±i	40 tu±i	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201599	Ngß¶i xßa g÷i "nhi l§p" là nhæng ngß¶i bao nhiêu tu±i?	30 tu±i	20 tu±i	40 tu±i	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201600	Ngß¶i xßa g÷i "b¤t ho£c" là nhæng ngß¶i bao nhiêu tu±i?	40 tu±i	20 tu±i	30 tu±i	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201601	Ngß¶i xßa g÷i "tri m®nh" là nhæng ngß¶i bao nhiêu tu±i?	50 tu±i	60 tu±i	40 tu±i	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201602	Ngß¶i xßa g÷i "hoa giáp" là nhæng ngß¶i bao nhiêu tu±i?	60 tu±i	70 tu±i	65 tu±i	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201603	Ngß¶i xßa g÷i "c± hi" là nhæng ngß¶i bao nhiêu tu±i?	70 tu±i	65 tu±i	60 tu±i	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201604	Tß½ng truy«n có mµt v¸ th¥n tiên 800 tu±i, là v¸ nào sau ğây?	B¢ng T±	Lão t±	Ma T±	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201605	Cß trú tÕi Quán Kh¦u, häi s½n løc thánh, hiêu thiên khuy¬n	Nh¸ Lang Th¥n Dß½ng Ti­n	Tam Thái TØ Na Tra	T« Thiên ĞÕi Thánh Tôn Hành Giä	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201606	ĞÕi náo Ğông häi, hà hoa vi khu, phong höa luân	Tam Thái TØ Na Tra	Nh¸ Lang Th¥n Dß½ng Ti­n	T« Thiên ĞÕi Thánh Tôn Hành Giä	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201607	ĞÕi náo thiên cung, 72 phép biªn hóa, cân ğ¦u vân	T« Thiên ĞÕi Thánh Tôn Hành Giä	Tam Thái TØ Na Tra	Nh¸ Lang Th¥n Dß½ng Ti­n	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201608	Quân b¤t kiªn hoàng hà chi thuÖ thiên thßşng lai, bôn lßu ğáo häi b¤t phøc h°i ğây là câu n±i tiªng trong tác ph¦m nào, cüa ai?	 Tß¾ng tiªn tØu - LıBÕch	 MÕi Thán Ông - BÕch Cß D¸	Th¸ TØ - Ğào Uyên Minh	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201609	Trong th¶i Ğß¶ng, cùng xßng là "Nguyên BÕch" v¾i BÕch Cß D¸ là nhà th½ Ğß¶ng nào sau ğây?	Nguyên Ch¤n	Nguyên Hiªu V¤n	Nguyên Bßu	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201610	Trong nhæng ngß¶i sau ğây ai là nhà th½ Ğß¶ng không n¢m trong "Ğß¶ng S½ TÑ Ki®t"	Trß½ng CØu Linh	LÕc Tân Vß½ng	Lô Chiªu Lân	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201611	Trong l¸ch sØ Trung Qu¯c, ngß¶i nào sau ğây ğßşc g÷i là "Tiên th½"?	Lı BÕch	Ğ² Phü	BÕch Cß D¸	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	4
201612	Trong l¸ch sØ Trung Qu¯c, ngß¶i nào sau ğây ğßşc g÷i là "Thánh th½"?	Ğ² Phü	Lı BÕch	BÕch Cß D¸	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	4
201613	Trong l¸ch sØ Trung Qu¯c, ngß¶i nào sau ğây ğßşc g÷i là "Ph§t th½"?	Vß½ng Duy	Ğ² Phü	Lı BÕch	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	4
201614	Trong l¸ch sØ Trung Qu¯c, ngß¶i nào sau ğây ğßşc g÷i là "QuÖ th½"?	LıHÕ	Vß½ng Duy	Ğ² Phü	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	4
201615	Trong l¸ch sØ Trung Qu¯c, ngß¶i nào sau ğây ğßşc g÷i là "Thánh kiªm"?	Công Tôn ĞÕi Nß½ng	Ğµc Cô C¥u BÕi	Dß½ng Quá	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	4
201616	Trong l¸ch sØ Trung Qu¯c, ngß¶i nào sau ğây ğßşc g÷i là "Thánh thäo"?	Trß½ng Húc	Vß½ng Hi Chi	Vß½ng Hiªn Chi	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	4
201617	Trong l¸ch sØ Trung Qu¯c, ngß¶i nào sau ğây ğßşc g÷i là "Thánh y"?	Trß½ng Tr÷ng Cänh	Hoa Ğà	Bi¬n Quyên	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	4
201618	Ngß¶i Trung Qu¯c tñ xßng là con cháu Viêm Hoàng, bÕn có biªt Hoàng Ğª h÷ gì không?	C½	G×ng	Tñ	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201619	Ngß¶i Trung Qu¯c tñ xßng là con cháu Viêm hoàng, bÕn có biªt Viêm Ğª h÷ gì không?	G×ng	Nh§m	C½	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201620	Trong th¥n thoÕi Trung Qu¯c có truy«n thuyªt v« " Bát tiên", ngß¶i nào dß¾i ğây không n¢m trong bát tiên?	Phß½ng H° TØ	Thiªt Quäi Lí	Hán Chung Li	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201621	Trong th¥n thoÕi Trung Qu¯c có truy«n thuyªt v« " Bát tiên", ngß¶i nào dß¾i ğây không n¢m trong bát tiên?	Xích Tùng TØ	Hà Tiên Cô	Hàn Tß½ng TØ	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201622	Trong th¥n thoÕi Trung Qu¯c có truy«n thuyªt v« " Bát tiên", ngß¶i nào dß¾i ğây không n¢m trong bát tiên?	Vß½ng TØ Ki«u	Lam Thái Hòa	Trß½ng Quä Lão	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201623	Trong th¥n thoÕi Trung Qu¯c có truy«n thuyªt v« " Bát tiên", ngß¶i nào dß¾i ğây không n¢m trong bát tiên?	Xích Cß¾c ĞÕi Tiên	Lã Ğµng Tân	Tào Qu¯c Cæu	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201624	Cái nào sau ğây không n¢m trong "Tuª hàn tam hæu"?	Cúc	Tùng	Trúc	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201625	Cái nào sau ğây không n¢m trong "Tuª hàn tam hæu"?	Lan	Mai	Tùng	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201626	Cái nào dß¾i ğây không n¢m trong "TÑ ğÕi phát minh" cüa Trung Qu¯c c± ğÕi?	Bút	Thu§t làm gi¤y	Thu¯c n±	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201627	Cái nào dß¾i ğây không n¢m trong "TÑ ğÕi phát minh" cüa Trung Qu¯c c± ğÕi?	Xung xa	In chæ ğµng	Kim chï nam	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201628	Cái nào dß¾i ğây không n¢m trong "TÑ ğÕi phát minh" cüa Trung Qu¯c c± ğÕi?	S¡p chæ nhanh	Thu§t làm gi¤y	In chæ ğµng	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201629	Trß¾c khi phát minh ra thu§t làm gi¤y, ngß¶i xßa thß¶ng dùng loÕi nào sau ğây thay thª cho gi¤y?	Thë tre	Løa	Da dê	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201630	BÕn có biªt cái nào sau ğây là tên g÷i thay thª cho "Ti«n" không?	Thanh phù	Song lí	H°ng hæu	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201631	BÕn có biªt cái nào sau ğây là tên g÷i thay thª cho "Ti«n" không?	A ğ±	H°ng hæu	Ğ°ng nhân	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201632	BÕn có biªt cái nào sau ğây là tên g÷i thay thª cho "TØu" không?	H°ng hæu	A ğ±	Thanh phù	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201633	BÕn có biªt cái nào sau ğây là tên g÷i thay thª cho "TØu" không?	Ğ² khang	Ğ² Phü	Lı BÕch	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201634	BÕn có biªt cái nào sau ğây là tên g÷i thay thª cho "TØu" không?	Hoàng ki«u	Lang hæu	Song lí	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
201635	BÕn có biªt ngß¶i xßa nói ğªn "Xích t¯" là nói ğªn cái gì không?	Thß tín	Mµt loÕi väi	Thß¾c màu tr¡ng	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	3
201636	ĞÕo khä ğÕo, phi thß¶ng ğÕo là câu n±i tiªng trích ra t× cu¯n sách nào sau ğây?	ĞÕo ğÑc kinh	Lu§n ngæ	Kim Cang Kinh	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	4
201637	Nh¤t thiªt hæu v¸ pháp, nhß mông äo bào änh là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	Kim Cang Kinh	ĞÕo ğÑc kinh	Lu§n ngæ	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201638	Quân tØ thän ğãng ğãng, ti¬u nhân thß¶ng thích thích là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	Lu§n ngæ	Kim Cang Kinh	ĞÕo ğÑc kinh	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201639	Danh khä danh, phi thß¶ng danh là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	ĞÕo ğÑc kinh	Lu§n ngæ	Kim Cang Kinh	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201640	Nhß lµ di®c nhß ği®n, ğß½ng tác nhß th¸ quan là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	Kim Cang Kinh	ĞÕo ğÑc kinh	Lu§n ngæ	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201641	TÕ giä nhß tß phu, b¤t xá trú dÕ là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	Lu§n ngæ	Kim Cang Kinh	ĞÕo ğÑc kinh	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201642	Lµ mÕn mÕn h« kÏ tu vi­n, ngô tß¾ng thßşng hÕ c¥u sách là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	S· T×	Lu§n ngæ	ĞÕo ğÑc kinh	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201643	Kì t§t nhß phong, kÏ t× nhß lâm, xâm lßşc nhß höa, b¤t ğµng nhß s½n là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	Tôn TØ Binh Pháp	S· T×	Lu§n ngæ	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201644	Túng ngã b¤t vãng, tØ ninh b¤t lai là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	Thi kinh	Tôn TØ Binh Pháp	S· T×	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201645	Thanh thanh tØ bµi, du du ngã tß là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	Thi kinh	Lu§n ngæ	ĞÕo ğÑc kinh	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201646	Tri ngã giä v¸ ngã tâm ßu, b¤t tri ngã giä v¸ ngã hà c¥u là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	Thi kinh	Kim Cang Kinh	S· T×	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201647	Ngô nh§t tam tïnh ngô thân là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	Lu§n ngæ	Thi kinh	S· T×	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201648	Danh dñ thân thúc khinh là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	ĞÕo ğÑc kinh	Thi kinh	Lu§n ngæ	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201649	Thánh nhân h¢ng vô tâm, dî bách tính chi tâm v¸ tâm là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	ĞÕo ğÑc kinh	Thi kinh	Lu§n ngæ	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201650	Ch¤p c± chi ğÕo, dî ngñ kim chi hæu là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	ĞÕo ğÑc kinh	Lu§n ngæ	S· T×	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201651	C¯ nhân chi s· giáo, di®c ngh¸ nhi giáo nhân là câu nói n±i tiªng trích ra t× cu¯n sách nào sau ğây?	ĞÕo ğÑc kinh	Lu§n ngæ	Tôn TØ Binh Pháp	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201652	Chæ L® là 1 th¬ chæ trang tr÷ng thß¶ng th¤y trong chæ Hán, chæ viªt ra h½i rµng và d©t, nét ngang dài nét s± ng¡n, chú tr÷ng ğªn cái gì?	Tàm thü nhÕn vî, nh¤t ba tam chiªt	Phßşng sí song phi, h°i thü tam chiªt	Ğ¢ng long di®u häi, yªn vû cØu châu	#	#	#	1	-1	-1	-1	-1	-1	Vån ThØ Tri ThÑc	3
201653	Ai là ğÕi tß¾ng Ğông Hán n¢m trong "Vân Ğài Nh¸ Th§p Bát Tß¾ng"?	Ngô Hán	T¥n QuÏnh	T× ĞÕt	#	#	#	1	-1	-1	-1	-1	-1	Tung hoành bi¬n sØ	3
201654	Bánh chßng là món ån ngày l­ trong tªt Ğoan ng÷, ngày xßa g÷i là "Giác thØ", nó là do ngß¶i xßa nào tÕo ra?	Khu¤t Nguyên	Lı BÕch	Thß½ng ¿½ng	#	#	#	1	-1	-1	-1	-1	-1	Nhi«u ngành nhi«u ngh«	4
